Author,Comment,Guesses
Samson Lace,"Rob - 170 \nLee - 145\nBea - 123 \npounds \n\ncombined - 438?",438
Andrew Wasylkiv,"692 lbs of music weight))?",692
stefanos euaggelopoulos,"653?",653
James Brook,"Rob: 220 lbs Cap: 164 lbs Bea: 264 lbs Total = 648 lbs Awesome vid guys! Have had my eye on the Mooer Mod Factory and Lo-fi Machine for a while but cost of shipping to NZ makes it bit more difficult to get them?",648
Conor Hanlon,"Im gonna guess 632 pounds in total.?",632
Andrew Spear,"650lbs :)?",650
John Seabaugh,"Howdy<comma> folks! \n\nI am guessing that the total combined weight of Team Anderton's is... \n\n696 pounds!!!!!!!!!!!! \n\nThanks! :O)?",696
sebastian torres,"total: 769 pounds?",769
Guillaume Audet,"636 lbs I'd say?",636
Amazingworldz 06,"550 lbs total?",550
Andreas Dunst,"I would guess about 590 lbs. \nHopefully you guys are not as fat as some people here think. :P?",590
James Reed,"597 lbs?",597
Jake Cooke,"688?",688
Jake Wernham,"693 pounds I think?",693
Dovahkiin0117,"650 lbs. overall?",650
Lakshya Rana,"599 pounds?",599
blmls1,"total: 674 lbs?",674
aristos184,"Rob: 230lbs Cap: 190 lbs Bea: 290lbs Total: 710lbs?",710
Mike Krafczyk,"My guess is 675 lbs combined (230lbs + 270lbs + 175lbs given how tall they are)?",675
cheezy tots,"635lbs?",635
Adro Pulverize,"638?",638
Bret Ward,"594 lbs?",594
Michael Cudd,"total pounds: 661.387?",661
Daniel Beilin,"635 in total.?",635
Nef Castro,"687 lbs combined.?",687
Loris Amendola,"cap: 173\nrob: 191\nbea: 235\n\ntotal: 599lbs.?",599
Ryan McKale,"580lbs?",580
Eric Byron,"Rob:232lbs<comma> Captain:165lbs<comma> Bea: 258lbs<comma> = 655lbs?",655
AkiraSpectrum,"Lee: 170 lbs.    Rob: 232 lbs.     Bea: 280 lbs. =   682 lbs. Total?",682
Jordan Vanherwynen,"Total weight is 623 lbs.?",623
Luca Farci,"I'm gonna say 709.5 lbs.?",709
shaun bose,"647 pounds\n I have no idea what a pound is so I just looked at everyone else and went down the middle-ish?",647
Alex Yu,"678 pounds?",678
Alex Petty,"590 lbs?",590
Luis 77,"Total weight = 619 lbs\nUsed to be my padlock combination?",619
metaljazman,"my guess is - total 686.2lb?",686
WhereSilenceDies,"681<comma>30 pounds in total. \n\nThat is<comma> if google did the conversion from kilo correctly. \nIf I am wrong it should obviously be google's fault ;)?",681
Shreerajan Shrestha,"608.476 pounds?",608
Bruno Ferrer,"705<comma>479?",705
Joe Hewitt,"Combined for all 3 of you 647Ibs. I think.?",647
Huib FG,"Total 650<comma>36 lbs?",650
Dadur604,"Lee: 168 lbs; Rob: 209 lbs; Bea: 232 lbs. Total: 609lbs?",609
Jack Maness,"Rob: 235\nLee: 190\nrabea: 272\ntotal: 697?",697
Lewis Klinker,"610?",610
Marija Nirvana,"complete weight is 646 lbs.?",646
Carlos,"Lee:170.5lb  Rob: 211.2 lb Bae: 255.2 lb \nTotal: 636.9 lb?",636
whoreallycares86,"I say 665<comma>8 lbs?",665
hagstrombraam,"I well hope it's 683lb<comma> otherwise I will not win??",683
SimRacingUkraine,"657.6 pounds? ;)?",657
Pan Damasque,"645 lbs of fun in total?",645
zohaib7,"Total = 710 pounds?",710
MisterAngstrom,"Great channel! Total poundage: 704.?",704
jooters jooters,"Rob 229.2 Bea 266.7 Capt 171.9 ===== 667.8 lbs?",667
Atro,"In total 628lbs?",628
Manfred Chan,"690lbs?",690
Markis Rubio,"720 pounds?",720
Michael I,"684 lbs?",684
YONELLO S.,"My guess is 645 lbs !?",645
kagehunter5,"650.6 lbs?",650
Johan Ajrami,"Lee: 158\nRob: 214\nBea: 247\nTotal: 619 lbs?",619
Adrian Alcantar,"combined weight- 687 pounds?",687
Chris  Gracia,"Lee 155lbs  Rob 210lbs. Bea 250lbs combined 615lbs?",615
Benzel,"Total weight = 661lb.?",661
kiwi77PL,"total : 711 lbs?",711
zane harvey,"I'm gonna have to guess somewhere around 666lbs?",666
JakobiPhoenix,"610lb?",610
Kevin Gibbs,"615 lbs.?",615
Renzi V,"I feel like 617 pounds has to be close?",617
Jonathan Branson,"577 total weight?",577
Logan Wilson,"Total Weight: 656 lb (pounds)?",656
xXOnealXx1,"total: 605lbs?",605
Ethan Hutchinson,"563.7?",563
shortskate boardfilms,"My guess is \n\nCap: 179lb\n\nRob:206lb\n\nBea:252\n\nTotal: 637lb?",637
Josiah Lopez,"its always 666?",666
Thomas Liholm Harring,"674.61 pounds of guitar rockers:-)?",674
Ilija Lalkovski,"Bea: 264<comma> Chappers: 200<comma> Captain: 165. Combined = 629lbs. I would so prefer the Lee pedalboard.?",629
tach1996,"I think the combined weight is 625 lbs of pure rock \m/?",625
Rens W,"I think your combined weight is 640.2 lbs (291 kg).?",640
matt greenham,"643 lb?",643
TheCriceto,"722 pounds?",722
Arn L,"Combined Weight-550/560 lbs?",550
Souldk86,"I'm guessing 760 lbs?",760
Alin Neagoe,"630 lbs?",630
Sage Frank,"Lee-167.55\nRob-182.98\nBea-229.28\nTotal-579 .81?",579
Ury B-side,"Lee: 160<comma> 93 lbs\nRob: 202<comma> 82 lbs\nBea: 242<comma> 50 lbs                   Total: 606<comma> 25 lbs?",606
themiddleman900,"Rob:220\nLee:180\nRabea:280\nTotal:680?",680
silvio santapaola,"632 \nlbs?",632
Guilherme Murta,"it has to be 610.68lbs?",610
Connor Riddell,"Rob: 246 lbs\nLee: 188 lbs\nRabea: 286 lbs\n\nTotal: 720 lbs?",720
yetanotherbassdude,"Cap: 178 lbs\nRob: 221 lbs\nBea: 257 lbs\n\nTotal: 656 lbs\nApologies if I'm over-estimating. They say the camera adds 10 lbs. :D?",656
Alpcan Aras,"My guess is 679.02lbs?",679
Arturo Soberon,"I think your combined weight is 643.1883 lbs!!?",643
Hacky,"I've been thinking about my answer for a week.\nMy final guess is: 642.73 lbs (combined weights<comma> obviously).?",642
Marthinus Tonny Pangemanan,"Cap: 165 lbs\nRob: 198 lbs\nBea: 231lbs\n\nCombine: 594 lbs?",594
??????? ????,"700 lbs?",700
?????? ???????,"i think 635 lbs?",635
Chico Dommeck,"Combined weight: 635lb?",635
Ewen Borland,"Combined Weight: 593 lb?",593
deyemjames01,"639lbs?",639
Emile Kwa,"Rob: 215 lbs\nLee: 178 lbs\nRabea: 266 lbs\n\nTotal: 659 lbs?",659
NeoGuitarz,"636lb?",636
hdconley,"621lbs lads????",621
Joe Passante,"636 \nIbs?",636
R ?Geekee? RafGeekee,"728lbs?",728
valdemar konan,"Rob:93kilograms(205<comma>03lbs)\nThe captain :76 kilograms(167<comma>551lbs)\nRabea:112 kilograms (246<comma>318lbs)\nWhich equals 281kilograms which is 619<comma>499 pounds(lbs) all together.?",551
321ronto,"Total 694?",694
g?rhan cebe,"Rob - 198lbs\nLee - 154lbs\nRabea - 242lbs\nTotal - 594lbs?",594
gazman5150,"My combined guess is 689ibs.?",689
Jason Hwong,"686 pounds?",686
Cioroga Rares,"Rob:229\nLee:187\nBea:286\n\nTotal:702lbs.?",702
W Bales,"698lbs but I don't want the Phase 90... I've already got one!?",698
Samuel Elijah,"my guess Cap + Rob + Bea = 573<comma>5 lbs?",573
BRboi777,"Captain: 165 (pounds)\nRob: 187 (pounds)\nRabea: 210 (pounds)\n\nTotal: 562 (pounds<comma> if you didn't guess already...)\n\nAww man if I won this<comma> the world won't be ready for the sound I'll be making :D :D :D?",562
Sam Corbin,"Cap: 170 lbsRob: 210 lbsRabea: 260 lbsTotal: 640 lbs?",640
Mathieu Frings,"Lee: 165\nRob: 220\nRabea: 286\n\nTotal: 671?",671
Brandon Jerningan,"Combined: 669 lbs\nCap: 186\nRob: 223\nBea: 260?",669
aline xavier,"total  pounds: 681<comma>22?",681
Paul Kolby,"cap: 165\nrob: 215\nrebea: 260\ncombined: 640?",640
Joseph Petrassi,"Rob: 223\nCap: 196\nBea: 236\n\nTotal: 655?",655
Konstantin Kucherenko,"597 lbs?",597
Matt Jenkin,"Total 683.433 lbs?",683
Adam Mackenzie,"Captain: 175 lbs\nChappers: 220 lbs\nBea: 275 lbs\nCombined: 670 lbs?",670
shaun sexsmith,"Lee: 178 lbs\nRob: 224 lbs\nBea: 245 lbs\ncombined weight:  647 lbs?",647
sceva13,"645 lbs?",645
jferraro,"Captain: 170\nChappers: 220\nBea: 245\n\nTotal: 635 lbs?",635
JeremyMetal,"MonkeyLord 200 lbs\nRabea 250 lbs\nThe Captain 165 lbs\n615 lbs combined weight?",615
Jonathan livingston,"474 combined?",474
The Review,"616lb combined ;)?",616
Francesco Bianco,"lee 195\nrob 252\nbea 270\n\ntotal 717?",717
Kazama Dhouniez,"it should be around 585 lbs<comma> i dunno..?",585
Miller,"571 pounds?",571
Marcin Trudzi?ski,"Rob: 207 lbs\nLee: 169 lbs\nBea: 260 lbs\nTotal: 636 lbs?",636
Tim Laning,"618 pounds?",618
lewis pugh,"Rob - 215\nLee - 170\nRabea - 244\nAll together - 629?",629
jeroenwaaromniet,"i'm guessing 626 pounds combined?",626
Aman Sandhur,"combined 606lbs?",606
Afroman86,"650lbs combined weight for the 3 of you?",650
The Richmond,"Cap: 170\nRob:195\nRabea: 230\nCombined: 595?",595
Inca Roads,"640 lbs.?",640
Intra Limpidus,"581 lbs?",581
zee_bateria,"this was super fun lol okay so combined weight is maybe around 411lbs?",411
Michael Gorman,"I say the collective poundage of Rob<comma> Captain & Rabea is: 574lbs?",574
Dan Bellchambers,"I'm gonna say 593!!!?",593
Jubraltar,"What a great competition! I could always use Mooer pedals. (; \n\n646 lbs.?",646
Andrew Rutledge,"631 lbs?",631
Jay Man,"Rob: 252\nCap: 119\nBea:263\nTotal:634?",634
Derek Delisle,"632?",632
David Benko,"678 could be a little less or a little mooer?",678
Zanatyx,"521 Lbs Combined?",521
Anthony Clemons,"153+215+278=646?",646
coast2coast00,"my guess is 681?",681
cunnerzzz,"647?",647
djaazchannel,"671?",671
Elmeri Palmu,"Somewhere around 590??",590
verlepte,"I think the combined mass is around 646 pounds?",646
George H,"623 lbs combined?",623
RLRR LRLL,"lee: 145 lbs\nRob: 254 lbs\nRebea: 275 lbs\nCollective: 665 lbs?",665
Kelvin Gomez,"I think it has to be around 695?",695
Fabrice Schoofs,"mmmh... total 683.5 lbs (and apparently it's also 48.8 stones --- a lot of stones btw)?",683
george hill,"Cap: 173\n  Rob: 209\n  Bea: 241\n\nTotal: 623?",623
Miguel Ochoa,"612.885 lb?",612
Kill Yourself,"Rob: 214 lbs\nLee: 176 lbs\nRabea: 238 \n\nCombined: 628 lbs?",628
Alan Manenti,"My guess is a combined weight of 617 pounds?",617
Blake Wallace,"645?",645
meestacrees,"Guess: 683 lbs?",683
Krillion,"Lee: 180 lbs\nRob: 195 lbs\nBea: 210 lbs\n\nCombined: About 585lbs?",585
Faded Anxiety,"Hopefully without offending anyone I say the TOTAL:673lb\nRob :231\nCap:189\nBea:253?",673
Nevada,"521?",521
50rickjames,"677 lbs?",677
Logan Isley,"Rob 220\nLee 170\nBea 275\ncombined 665?",665
Hazieq Nizam,"I'd say: 620 lbs (combined)?",620
DanPaulCookson,"630 lbs?",630
Kangkan Talukdar,"My guess is 652.52 lb?",652
DeanSantos4865,"cap: 170 lbs\nrob: 215 lbs\nbea: 250 lbs\n\ntotal: 635 lbs?",635
Mgooy,"575 lbs?",575
mtballen5,"676 pounds?",676
Lewis Marshall,"Combined weight of 612 lbs?",612
Anton Nielsen,"rabea: 231lbs\nCap: 169 lbs\nChappers: 209 lbs?",
Dijin91,"Combined weight: 635.8 lbs\nI have come up with that number using the consultations of professor Drew Bypass<comma> it seems that weight was proportional to amount of marshmallows eaten at lunch break :D?",635
SvanteOldenburg,"Total weight: 696 pounds?",696
Brent Roycroft,"Fun video! ! My guess is 656 lbs for the combined weight.?",656
Keith McBride,"My guess is:   668 lbs\nLOOOVE  Mooer Pedals!!  I currently have the ShimVerb (reverb) and the SoulShiver (Chorus/vibrato/rotary) on my board.  Would love to add one (or 5 . . .  HA!) of those gain/boost/OD pedals.  COME TO PAPA!?",668
Plant Powered Dad,"Cap: 189\nRob: 231\nBea: 245\n\nTotal: 665?",665
Lorenzo Massimi,"Cap: 167\nRob : 198\nBea : 224?",
Jaume Casanova,"My guess is 599 lbs 10oz?",599
Robert Link,"My bet is 605 pounds for all af the great guys. Thank you for these amazing videos!?",605
TT Bean,"So<comma> who won the kits??",
???? ??????????,"737 lbs?",737
Raian Solo,"658 pounds?",658
Denis Usynin,"Cap'n:  125\nChappers: 190\nRabea: 235\nTotal: 450 lbs?",450
?mit kadiro?lu,"bea: 255\nrob: 225\ncap: 180\ntotal : 660?",660
Kalen T,"Lee: 158\nRob: 199\nRabea: 242\n\nTotal: 599lbs?",599
Philip Copping,"Captain are you wearing Timberlands? I own the same shoes... Good to stomp with??",
eXasan,"Total: 627lbs.?",627
G Dunc,"652?",652
Daniel McCabe,"Rob 221\nCaptain 190\nRabea 239\n= 650 Pounds!!?",650
Johnny Mayer,"657 lbs?",657
zeddieh lawliet,"Rob: 207lbs\nCap: 110lbs\nBea: 211lbs\n\nTotal: 528lbs?",528
SnappiestGnome,"184 Lee\n203 Rob \n260 Bea\n\n647lbs  total?",647
theclinger,"685 lbs.  Thanks for the video guys!?",685
just blah,"598 pound total?",598
Joey Larsen,"663?",663
David Roxby,"Cap : 175\nRob : 242\nBea : 278\n\nTotal :695?",695
Henrique Pretel,"632<comma>727 lb combined?",632
Josh Dale,"540lb?",540
nickgreto10,"659?",659
Broodgodzilla,"611 lb?",611
Derek,"Total weight: 687 pounds :D?",687
oliverdogperson,"596 Pounds Total.?",596
Matthew Bender,"Total 667 lbs?",667
Nigel Repas,"Captain: 171\nRob: 217\nRabea: 228\nTotal: 616?",616
cameron westbrook,"450 pounds i guess combined?",450
Paul Steenkamp,"Captain Lee - 176\nCappers -  243\nRabea - 272\nTotal weight  - 691lbs?",691
samuraimaster99,"Rob- 215 lbs\nLee:  178 lbs\nRabea- 240 lbs\ncombined= 633 lbs?",633
Timothy Martin,"Captain 160\nChappers 207\nRebbera 236\n\nIn all 603?",603
Rick Greene,"666 lbs.?",666
Gary Hay,"687lbs?",687
HamaRaptor,"My guess is:\n\nCapt 173lb\nChapper's 222lb\nBea 248lb\n\nTotal: 643lb!?",643
Evan Jones,"I'm guessing 700lbs?",700
Indra H,"Nice vid and giveaway!\nMy guess is 668 lbs.?",668
Rani Goethals,"my guess is a combined weight of 593lbs?",593
K CORP,"TOTAL WEIGHT COMBINED IS 784lbs?",784
Alexx Smith,"520lbs?",520
Vishvesh Rathi,"i'd say 588 lbs.?",588
Castellan Zargo,"Alright for the total I'm going with 605 pounds on the dot?",605
Allen .Worthington,"648 lbs.?",648
The Sketch Alliance,"672?",672
Admiralgrusbil,"637<comma>37859985  pounds?",637
James Carter,"Rob  - 220\nCap - 175\nBea - 310\nTotal = 705 lbs?",705
Tyler Kupczak,"615lbs\n\nRob:210lbs\nLee:170lbs\nBea:235lbs?",615
Eleanor Maddison,"Altogether i reckon about 588lbs i think Lee's is more my style but both sound amazing :)?",588
Rocky ?Negan? Vortex,"I'm gonna go for 630 Lbs?",630
Hudson Peters,"Total 657 lbs?",657
truegreen4ever,"total weight: 703 lbs?",703
Dominic Walton,"Cap: 175\nRob: 213\nBea: 249\ntotal: 637?",637
nicholson9899,"Combined weight: 629lbs?",629
Matt Adams,"Cap: 171\nRob: 187\nBea: 234\nTotal: 592 lbs.?",592
Filip Dzajkov,"689 lbs?",689
Jaimen Bendixen,"615 pounds all together\n200 Rob\n235 Bea\n180 Lee?",615
qdsqd,"My guess is 592<comma>3 pounds?",592
Rob Baskerville,"The Captain 156.5\nChappers 200.6\nRabea 255.7\nCombined 612.8 pounds\n\nI'd seriously consider buying the Captain's set up<comma> but swap out the Juicer for the Ultra Drive.  That would be a nice little package.?",612
Radeck,"Rob - 232\nLee - 181\nRabea - 262\nTotal: 675?",675
Matt Roberts,"combined-580lbs?",580
Matt Roberts,"rob-210lbs\nlee-140lbs\nrabea-230lbs?",
Alejandro Almau Taboada,"607 Pounds?",607
Callum Crome,"738 lbs?",738
Zac Jordan,"combined 628lbs?",628
Derek Xu,"Cap: 152\nRob: 210\nRabea: 255\n\nTotal 617?",617
Miko?aj Naderza,"653<comma>5 lbs?",653
Drummer Boy,"I reckon it'll be about 687 lbs please.?",687
james treweeke,"604 lbs?",604
V?ctor Emmanuel Meruelos Gonz?lez,"590 pounds is my best guess?",590
Ryanator,"565lbs?",565
Pustota,"I wonder when they're Going to be on Drama Alert.?",
Gelatinus (Jelly),"Total combined weight: 706?",706
pig abortion,"Rab 223\nRobb 191\nCaptain 143\n\n527 pounds?",527
Kieran O' Regan,"Rabea - 270\nRobb - 202\nCap'n - 168\n\nTotal - 640 lb?",640
D Gaskell,"728lb ??",728
Adrian Smith,"Lee - 152\nRob - 199\nBea - 240\nCombined - 591lbs?",591
Deivi Tobreluts,"Total weight- 641 lbs\nGood luck everyone! Cheers!?",641
Karl-Eric Alert,"My guess is 621 lbs\n<b>confused cow impression</b> moo!! - errr!??",621
Simon O,"643<comma>1 lbs?",643
Kxnrxd,"600lbs total!?",600
Tommy Blalock,"Rob- 230\nLee-180\nRabea-265\nTotal-675?",675
perseusbeatkraken,"703.5 lbs maybe??",703
Vitalz,"Rob-210 \nCap-165\nRabea-255\nTotal:630 lbs?",630
Brett Saunders,"Captin - 172\nChappers - 212\nRabea - 227\nTotal - 611?",611
Jeff Meyers,"combined weight.....663 lbs?",663
Simeon Temple,"The Captain 160<comma> Chappers  180 and Rabea 190 totale = 530 lbs?",530
mm200,"697 pounds!?",697
Kieran McKerracher,"I'm going to go with 585 pounds. Cheers!?",585
Will Rhodes,"Lee: 155\nRob: 210\nBea: 240\nTotal: 605?",605
ESnl2,"My guess 617 lbs combined?",617
Joshua Sideburns,"Cap-133\nBea- 267\nRob- 221\nTotal- 621?",621
Meredith Gordon,"Rob: 231\nLee:189\nRabea: 285\nTotal: 705?",705
MrWaffleSlapper,"Lee: 180\nRob: 235\nBea: 286\nTotal: 701?",701
Joao Jesus,"Cap 160\nRob 207\nBea 236\nSo my guess is 603 lbs \n(Six hundred and three)?",603
Sahil,"636?",636
Flix3793,"My guess is 790lbs?",790
Mathias Seje,"My guess is 600lbs:)?",600
RutherHoor,"Total weight: 617lbs?",617
Simone Reca,"Chapman : 196\nCap : 175\nBea : 221?",
RockSloth 00,"653 pounds?",653
Tom Willshaw,"650. plz send me lee's board even if i win 1st?",650
Tyraris,"573 lbs?",573
Emil Krejberg,"Lee: 190 lbs\nRob: 224 lbs\nBea: 285 lbs\n\nTotal: 699 lbs?",699
Levy Charleston,"Lee: 189 lbs\nRob: 230 lbs\nBea : 280\nTotal: 699 lbs?",699
erik jurjev?i?,"661 lbs?",661
Equal Rights for Nerds,"Lee: 180\nRob: 220\nBea: 245\nTotal: 645 lbs I reckon?",645
oliver wright,"546 pounds?",546
Tosh Sherkat,"465 lbs?",465
gavinskio,"I'm going for 607.5 lbs?",607
Tom C,"Your combined weight is a metal 666 lbs \m/?",666
vangelisnik,"My guess is 667.61 pounds. Love your vids by the way?",667
IntoTheShred,"638.1 pounds?",638
Arem GameChan,"660 pounds. Aw screw it<comma> 666.?",660
Paulo Cesar Plaisant Junior,"Total = 692 pounds?",692
Mark Burrell,"606 Pounds coverted so dont know individuals sorry :P?",606
MrBeast,"620 lbs?",620
Mathias Motal (IceManex),"I think 640 all together ;)?",640
rpm2902,"644lbs?",644
Jimmy Cook,"592 pounds / lbs?",592
myscript1984,"Total: 619 lbs!\ngood luck! \m/?",619
Dan,"655?",655
Robert Wall,"Rob = 219\nLee = 158\nBea = 267\n\nTotal pounds = 644?",644
Matthew Morris,"Cap 160\nRob 195\nBeas 235\nCombined: 590?",590
Andrew Gray,"I'm going for 660 lbs. we'll see ??",660
Michael Buchberger (lefty1963),"Lee 75kg\nRob 95kg\nBea 105kg\n----------------\n       275kg = 606<comma>271lbs?",606
mordok16,"Rob : 211\nCap : 167\nRabea : 257?",
Bryce Poston,"588 lbs.?",588
xbeige,"646 lbs in total :D?",646
clarence gealon,"Cap:175\nRob:225\nRebea:250\ntotal:650?",650
TheAwsomeJackie,"685 lbs Combined weight\nI really like the sound of Lee's board<comma> so if i win i would pick that :)?",685
Daniel Falk,"All three? I'm gonna say 668lbs ??",668
ege t?merkan,"Rabea-281\nLee-150\nRob-220.5\n\nResult:651.5 lbs?",651
TomBoyunplugged,"My guess is 657 lbs! and i will not split it up to not hurt feelings ;) from a BIG fan?",657
Mr.Blues,"Hello\n\nCombined : 616 lbs?",616
sachichnicht,"i guess 603 pounds?",603
NBNracing,"Great video<comma> all in 672?",672
Tilen Moder,"603 lbs?",603
mykewright1,"Lee - 181\nRob - 224\nRabea - 279\n\nTotal - 684 lbs?",684
Michael MacLaine Pont,"lucky number 651!?",651
James Barr,"525 lbs?",525
Colin Ward Music,"Rob 210\nLee 182\nRabear 232\n\nTotal 624?",624
Anita ram?ak,"589 combined :)?",589
AcidMaster824,"642Lbs Feeling lucky?",642
Warun Talker,"617 lbs?",617
Harrison Stokes,"Rob 196lbs\nCap lee 167lbs\nRevert 233lbs \nTotal 596lbs?",596
Ivan Zivkovic,"663 pounds?",663
Sam Lambert,"I'd say around 610.214lbs?",610
Paul Hosang,"I think all together you're heavy like s*** but a ton of fun?. No no I think all together you weigh 595<comma>248?",595
Viny Costello,"Cap: 165\nRob: 217\nBea: 252\ntotal: 634 lbs.?",634
chris goerdt,"685lbs?",685
tikochung,"720lbs ~~ yeah?",720
Don Angelo David Mangrubang,"683?",683
spencer7boom,"Rob - 231\nCap - 189 \nBea - 287 =\n707 pounds?",707
Jaydaan B,"595.724?",595
Steve Yianakis,"Cap: 180\nRob: 205\nBea: 243\nTotal: 628lbs\n\nAnd a ton of fun and laughs!!!!!!!!!?",628
TheBlueLightning24,"639.34 pounds?",639
Jason Ali,"685.5 pounds<comma> weight not currency ;)?",685
Skyler Rizzi,"575 pounds total?",575
Jake Aton,"672 lbs?",672
LegendUchiwa,"585 lbs?",585
Sraboni Basu,"I would guess 635 pounds?",635
Ramkix Vincent,"Nice idea and video btw?",
Ramkix Vincent,"I think the total weight will be somewhere around 645.954428 pounds so I'll say 646.?",645
TitusArdronicus,"540 lbs?",540
Rupert Prudom,"635 lbs?",635
Fog of War,"I'm think they're gonna be around 575 pounds<comma> hope I'm right?",575
XombyCraft,"635 Lbs.?",635
Dylan ?Zechous? Sullivan,"I'm gonna guess combined will be about 615 pounds and in my opinion I would enjoy Lee's pedalboard since I'm a Pink Floyd fan and enjoyed Lee's tone?",615
M0nkeyMan237,"i'm guessing 551.155655lbs?",551
peds180,"Cap''n - 189Rob????-? 217Bea??? -? 245Total = 651Lovin your work...?",651
malpigwalt,"Combined - 575lbs?",575
yellowpudding15,"603 pounds total is my guess?",603
Aidan Is-Tired,"37 stone/518lbs?",518
Mr. dkp,"617lbs total?",617
Jack Murton,"Capt= 165\nRob= 215\nbea=250\n\nTotals 630  :D?",630
captainobliterate,"Rob=231lbs\nLee=196lbs\nRabea=308lbs\nTotal=735lbs?",735
Tyler Morgan,"Lee-170\nRob-200\nTons of Fun-250\nTotal-620?",620
